City,Country,Lat,Lon,Max Temp,% Humidity,% Cloudiness,Wind Speed,Current Description
araouane,ml,18.9048,-3.5265,71.78,20,97,12.5,overcast clouds
bay roberts,ca,47.5999,-53.2648,44.02,91,100,1.01,overcast clouds
neiafu,to,-18.65,-173.9833,83.08,78,40,9.22,light rain
half moon bay,us,37.4636,-122.4286,63.19,53,20,4,few clouds
pitimbu,br,-7.4706,-34.8086,79.39,73,9,12.33,clear sky
gamba,ga,-2.65,10,76.64,91,100,3.42,light rain
bafoulabe,ml,13.8065,-10.8321,82.22,30,71,2.13,broken clouds
kita,ml,13.0349,-9.4895,78.93,47,7,3.38,clear sky
lardos,gr,36.0942,28.0157,64.94,57,10,3.98,clear sky
fethiye,tr,36.6217,29.1164,49.87,45,6,4.18,clear sky
tucuma,br,-0.1833,-50.05,77.79,86,25,6.33,scattered clouds
soure,br,-0.7167,-48.5233,79.25,84,96,8.08,overcast clouds
vysokogornyy,ru,50.1167,139.15,30.33,83,100,5.08,overcast clouds
de-kastri,ru,51.4667,140.7833,35.24,72,100,6.98,overcast clouds
floro,no,61.5996,5.0328,46.36,87,90,35.68,moderate rain
hare bay,ca,48.8499,-54.0148,42.19,89,100,4.99,overcast clouds
pakdasht,ir,35.4752,51.6807,46.4,36,0,2.98,clear sky
damavand,ir,35.7178,52.065,35.44,59,0,1.81,clear sky
strelka,ru,58.0728,93.0344,28.24,93,99,11.5,light snow
razdolinsk,ru,58.4211,94.6658,26.06,92,100,12.17,overcast clouds
kibala,ao,9.1104,18.3463,80.55,78,0,0,clear sky
millinocket,us,45.6573,-68.7098,50.02,87,1,3.44,clear sky
khor,qa,47.8861,134.9464,40.37,82,100,13.35,overcast clouds
tucuman,ar,-26.8241,-65.2226,77,65,75,0,broken clouds
azimur,ma,NaN,NaN,NaN,NaN,NaN,NaN,NaN
namtsy,ru,62.7161,129.6658,12.31,95,99,5.21,light snow
klingenthal,de,50.3667,12.4667,39.83,92,100,2.08,overcast clouds
chomutov,cz,50.4605,13.4178,42.82,78,100,2.51,overcast clouds
bowen,au,-20.0167,148.2333,88.02,72,100,15.12,overcast clouds
boralday,kz,43.3578,76.8594,24.66,86,75,2.24,mist
esik,kz,43.3552,77.4525,20.62,57,100,4.34,overcast clouds
burns lake,ca,54.2331,-125.7533,27.82,77,100,9.55,light snow
vanderhoof,ca,54.0166,-124.0198,34.16,68,100,9.82,overcast clouds
duzce,tr,40.8389,31.1639,63.14,56,100,3.27,overcast clouds
gerede,tr,40.8008,32.1969,48.11,64,87,4.59,overcast clouds
nuevo progreso,mx,23.1667,-97.95,78.6,63,62,1.99,broken clouds
nishihara,jp,26.1842,127.7558,69.08,60,75,19.57,broken clouds
sur,om,22.5667,59.5289,76.39,56,0,8.68,clear sky
baghdad,iq,33.3406,44.4009,55.31,44,0,3.44,clear sky
mandali,iq,33.7499,45.5541,65.89,19,36,6.51,scattered clouds
general bravo,mx,25.8,-99.1667,75.67,62,96,18.97,overcast clouds
reynosa,mx,26.0833,-98.2833,75.97,68,40,13.8,scattered clouds
rawannawi,ki,NaN,NaN,NaN,NaN,NaN,NaN,NaN
las palmas,es,28.4204,-14.0131,63.39,63,0,16.11,clear sky
ambagarh chauki,in,20.7833,80.7167,59.09,63,100,4.65,overcast clouds
kurud,in,20.8322,81.7214,64.38,68,18,2.17,few clouds
entre rios,bo,-11.9419,-38.0844,72.91,95,94,2.37,overcast clouds
villamontes,bo,-21.25,-63.5,74.77,61,100,2.53,overcast clouds
rio cuarto,ar,-33.1307,-64.3499,71.37,56,20,11.5,few clouds
general pico,ar,-35.6566,-63.7568,67.14,57,100,5.55,overcast clouds
egvekinot,ru,66.3167,-179.1667,6.37,95,100,2.71,overcast clouds
claveria,ph,18.6074,121.0832,82.15,77,39,12.75,scattered clouds
carauari,br,-4.8828,-66.8958,74.5,97,100,1.81,overcast clouds
canutama,br,-6.5339,-64.3831,74.41,96,100,0.07,heavy intensity rain
fargo,us,46.8772,-96.7898,42.98,60,1,5.75,clear sky
fergus falls,us,46.283,-96.0776,39.92,78,1,0,clear sky
ananas,br,19.2466,-71.9557,69.96,93,3,3.87,clear sky
tocantinopolis,br,NaN,NaN,NaN,NaN,NaN,NaN,NaN
langsa,id,4.4683,97.9683,78.08,87,100,2.17,overcast clouds
ayer itam,my,NaN,NaN,NaN,NaN,NaN,NaN,NaN
manali,in,13.1667,80.2667,77.09,96,100,13.47,overcast clouds
manbij,sy,36.5281,37.9549,47.17,37,0,0.56,clear sky
suruc,tr,36.9761,38.425,62.8,35,0,1.34,clear sky
cariati,it,39.4922,16.9594,62.28,86,100,9.73,overcast clouds
racale,it,39.9631,18.0938,64.83,74,100,11.79,overcast clouds
aleksandrov gay,ru,50.147,48.5704,47.62,85,100,12.71,overcast clouds
piacabucu,br,-10.4056,-36.4344,78.08,83,70,11.97,broken clouds
conceicao do araguaia,br,-8.2578,-49.2647,76.19,89,100,2.15,light rain
broome,au,42.2506,-75.833,49.77,72,0,3.51,clear sky
bundaberg,au,-24.85,152.35,85.21,70,90,7,overcast clouds
hervey bay,au,-25.2986,152.8535,84.04,84,92,13.89,overcast clouds
klaksvik,fo,62.2266,-6.589,47.32,76,11,32.7,few clouds
igbo ora,ng,7.4333,3.2833,76.14,91,84,2.89,broken clouds
gbongan,ng,7.4667,4.35,73.38,98,81,2.3,broken clouds
licata,it,37.1071,13.9461,69.55,90,100,4.9,overcast clouds
modica,it,36.8459,14.774,64.96,95,100,6.17,overcast clouds
russell,nz,32.3502,-85.1999,60.4,76,1,0,clear sky
chala,tz,-7.5833,31.2667,62.26,43,89,6.89,overcast clouds
inyonga,tz,-6.7167,32.0667,67.89,35,100,3.29,overcast clouds
vestmanna,fo,62.1564,-7.1664,45.52,87,75,16.11,broken clouds
winnemucca,us,40.973,-117.7357,48.25,40,1,8.05,clear sky
nuuk,gl,64.1835,-51.7216,21.81,79,20,5.75,few clouds
paamiut,gl,61.994,-49.6678,16,76,94,10.25,overcast clouds
vangaindrano,mg,-23.35,47.6,71.51,93,79,6.62,broken clouds
farafangana,mg,-22.8167,47.8333,71.56,92,28,7.05,scattered clouds
tautira,pf,-17.7333,-149.15,82.42,79,21,5.57,light rain
pousat,kh,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eldikan,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mnogovershinnyy,ru,53.9353,139.9242,24.46,52,100,2.8,overcast clouds
okha,ru,53.5739,142.9478,34.11,71,98,14.67,overcast clouds
asahikawa,jp,43.7678,142.3703,56.41,62,75,24.16,broken clouds
kitami,jp,43.8031,143.8908,57.11,72,100,18.12,overcast clouds
bonanza,ni,14.0289,-84.591,72.88,74,72,6.93,broken clouds
waspan,ni,14.7419,-83.9717,80.28,78,13,7.61,few clouds
sinnai,it,39.3042,9.2036,57.65,82,40,6.91,light rain
xining,cn,36.6167,101.7667,21.4,63,0,1.97,clear sky
yulara,au,-25.2406,130.9889,67.84,100,75,10.36,broken clouds
camopi,gf,3.1655,-52.3158,72.36,99,100,2.8,overcast clouds
rincon,an,32.296,-81.2354,55.85,81,1,0,clear sky
kralendijk,an,12.15,-68.2667,82.38,74,20,12.66,few clouds
karamea,nz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dibaya,cd,NaN,NaN,NaN,NaN,NaN,NaN,NaN
khormuj,ir,NaN,NaN,NaN,NaN,NaN,NaN,NaN
lac du bonnet,ca,50.2536,-96.0612,37.31,54,0,5.73,clear sky
kenora,ca,49.8167,-94.4337,41.97,48,20,4.61,few clouds
manggar,id,-2.8833,108.2667,83.97,73,27,2.66,scattered clouds
glasgow,us,55.8652,-4.2576,57.45,95,75,5.99,broken clouds
somerset,us,40.5668,-74.5496,60.03,76,1,1.01,clear sky
high prairie,ca,55.4334,-116.4858,29.5,63,100,1.74,overcast clouds
slave lake,ca,55.2834,-114.769,31.98,80,90,3.44,overcast clouds
voznesenye,ru,61.0106,35.4781,31.77,66,50,10.45,scattered clouds
pemangkat,id,1.1667,108.9667,79.07,85,100,3.87,overcast clouds
luanda,ao,-8.8368,13.2343,77,83,75,8.05,broken clouds
kushiro,jp,42.975,144.3747,54.55,94,75,6.91,broken clouds
hobbs,us,32.7026,-103.136,76.66,21,1,4.61,clear sky
lamesa,us,32.7376,-101.951,76.26,42,100,13.82,overcast clouds
ust-kamchatsk,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
suhbaatar,mn,50.2314,106.2078,22.93,60,17,4.65,few clouds
chikoy,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
fort saint john,ca,NaN,NaN,NaN,NaN,NaN,NaN,NaN
normandin,ca,48.8333,-72.5321,50.31,81,98,5.75,overcast clouds
kapit,my,2.0167,112.9333,80.24,87,87,1.05,overcast clouds
loa janan,id,-0.583,117.095,84.07,70,100,1.48,overcast clouds
gari,ru,59.4307,62.3497,32.65,98,100,12.41,snow
chor,pk,25.5167,69.7667,76.23,20,100,5.68,overcast clouds
barmer,in,25.75,71.3833,72.07,25,100,5.61,overcast clouds
hommelvik,no,63.4108,10.7942,39.18,76,0,11.5,light rain
roros,no,62.5747,11.3842,30.04,86,75,9.22,light snow
ivanivka,ua,46.7208,34.553,48.47,88,100,8.43,overcast clouds
veselynove,ua,47.3567,31.2349,48.11,83,100,7.52,overcast clouds
kano,ng,12.0001,8.5167,64.29,68,0,3.44,clear sky
dutse,ng,11.7594,9.3392,77.9,24,14,4.7,few clouds
mananjary,mg,-21.2167,48.3333,70.95,93,100,5.12,overcast clouds
saint-leu,re,-21.15,55.2833,74.23,92,5,2.24,clear sky
langenburg,ca,49.2544,9.8458,40.73,96,90,3.44,overcast clouds
minnedosa,ca,50.2453,-99.8436,37.96,36,100,13.69,overcast clouds
asfi,ma,32.2994,-9.2372,58.19,65,0,11.7,clear sky
marrakesh,ma,31.6315,-8.0083,50.07,37,0,4.61,clear sky
surman,ly,32.7567,12.5716,70.09,63,100,5.12,overcast clouds
tripoli,ly,32.8752,13.1875,71.13,69,100,7.02,overcast clouds
dandong,cn,40.1292,124.3947,33.35,63,100,11.54,overcast clouds
seoul,kr,37.5683,126.9778,42.31,90,90,6.91,overcast clouds
lalibela,et,12.0333,39.0333,57.79,60,95,2.66,overcast clouds
bati,et,11.1833,40.0167,63.68,57,79,2.93,broken clouds
yuzhno-yeniseyskiy,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
campeche,mx,19,-90.5,69.1,73,0,2.95,clear sky
dzitbalche,mx,20.3167,-90.05,72.23,58,0,7.67,clear sky
benjamin constant,br,-4.3831,-70.0311,78.93,77,100,1.34,overcast clouds
jutai,br,-5.1833,-68.9,73.65,98,100,2.84,light rain
kogon,uz,39.7228,64.5517,32.04,86,0,2.3,clear sky
maymanak,uz,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kudahuvadhoo,mv,2.6708,72.8944,82.69,71,100,16.49,overcast clouds
laguna,br,38.421,-121.4238,62.64,60,1,0,clear sky
independencia,br,-5.3964,-40.3086,84,51,96,0.98,overcast clouds
quixeramobim,br,-5.1992,-39.2928,79.79,63,13,7.36,few clouds
helong,cn,42.5397,128.9972,30.7,39,16,9.91,few clouds
khasan,ru,42.4308,130.6434,36.97,47,98,14.94,overcast clouds
regen,de,48.9667,13.1333,37.9,89,9,3.49,clear sky
prachatice,cz,49.0129,13.9975,40.66,79,86,1.12,overcast clouds
college,us,64.8569,-147.8028,16.59,73,20,11.5,few clouds
teberda,ru,43.4456,41.7448,47.3,59,2,6.44,clear sky
elbrus,ru,43.2577,42.6443,37.85,62,0,0.74,clear sky
angoram,pg,-4.0625,144.0661,90.57,55,91,3.13,overcast clouds
babanka,ua,48.7097,30.4483,43.72,72,100,6.91,overcast clouds
zlynka,ua,52.4267,31.7378,33.58,64,100,16.11,overcast clouds
izberbash,ru,42.5696,47.8645,42.85,73,44,8.14,scattered clouds
fort-shevchenko,kz,44.5086,50.263,53.87,92,100,8.05,overcast clouds
fatehpur sikri,in,27.1,77.6667,66.52,40,1,3.53,clear sky
shikohabad,in,27.1,78.6,65.77,45,2,2.51,clear sky
ponta delgada,pt,37.7333,-25.6667,70.5,88,40,11.5,scattered clouds
hadishahr,ir,38.8431,45.6635,37.89,33,100,1.79,overcast clouds
mincivan,az,39.0294,46.7185,51.91,45,82,2.01,broken clouds
kalabo,zm,-14.97,22.6814,82.67,30,100,4.94,overcast clouds
felanitx,es,39.4696,3.1483,57.96,71,100,24.9,overcast clouds
mahon,es,39.8885,4.2658,57.76,77,75,29.93,broken clouds
berlevag,no,70.8578,29.0864,29.28,73,100,9.22,light snow
batsfjord,no,70.6345,29.7185,26.56,80,93,8.99,overcast clouds
honningsvag,no,70.9821,25.9704,31.68,69,100,11.07,light snow
awjilah,ly,29.1081,21.2869,67.48,39,100,9.15,overcast clouds
alytus,lt,54.4,24.05,31.91,93,6,7.11,clear sky
rudiskes,lt,54.5167,24.8333,32.27,92,34,7.45,scattered clouds
lisakovsk,kz,52.5369,62.4936,31.86,53,32,12.46,scattered clouds
berdigestyakh,ru,62.0989,126.6992,24.06,96,100,6.98,light snow
ekuvukeni,za,-28.4675,30.1551,62.89,67,93,3.09,overcast clouds
eshowe,za,-28.8865,31.4699,61.41,85,100,8.79,overcast clouds
elliot,za,-31.3333,27.85,45.19,97,100,3.89,light rain
umtata,za,-31.5889,28.7844,51.93,93,100,9.98,light rain
tyukhtet,ru,56.5389,89.3011,28.44,90,100,11.74,overcast clouds
novobirilyussy,ru,56.9514,90.6661,27.95,92,100,10.96,overcast clouds
japura,br,-0.3167,102.35,79.79,89,46,0.56,scattered clouds
progreso,mx,21.2833,-89.6667,75.31,60,0,10.13,clear sky
kuchinarai,th,16.541,104.05,69.42,75,70,11.45,broken clouds
savannakhet,la,16.566,104.751,68.02,77,40,6.91,mist
tessalit,ml,20.1986,1.0114,72.97,19,100,16.53,overcast clouds
evensk,ru,61.95,159.2333,16.56,82,25,9.53,scattered clouds
rapid valley,us,44.0625,-103.1463,44.56,81,1,1.01,clear sky
pierre,us,44.3683,-100.351,43.72,86,20,0,few clouds
vila franca do campo,pt,37.7167,-25.4333,70.2,82,98,15.37,overcast clouds
akyab,mm,20.15,92.9,77.58,86,85,5.5,overcast clouds
qabis,tn,NaN,NaN,NaN,NaN,NaN,NaN,NaN
analipsis,gr,35.3167,25.5667,63.1,68,99,1.63,overcast clouds
palaikastron,gr,35.2,26.25,62.74,62,33,0.76,scattered clouds
port-gentil,ga,-0.7193,8.7815,78.84,82,100,9.44,overcast clouds
libreville,ga,0.3925,9.4537,80.62,89,40,6.91,thunderstorm
port elizabeth,vc,-33.918,25.5701,57.49,94,75,17.27,broken clouds
dovers,vc,12.8833,-61.1833,81.14,73,19,14.67,few clouds
dong hoi,vn,17.4833,106.6,65.82,84,100,12.48,overcast clouds
lingao,cn,19.9103,109.6859,68.07,68,23,10.76,light rain
luwuk,id,-0.9516,122.7875,84.36,75,100,2.04,overcast clouds
rantepao,id,-2.9701,119.8978,76.35,83,100,1.83,overcast clouds
butembo,cd,0.15,29.2833,58.26,93,100,2.04,overcast clouds
kilembe,ug,0.2,30,62.6,77,100,3.78,overcast clouds
lerwick,gb,60.1545,-1.1494,51.8,85,96,27.31,overcast clouds
miandrivazo,mg,-19.5167,45.4667,82.33,67,100,2.71,overcast clouds
ciudad valles,mx,21.9833,-99.0167,71.78,83,55,3.13,broken clouds
panuco,mx,22.05,-98.1667,78.04,79,95,7.76,overcast clouds
santa eulalia del rio,es,NaN,NaN,NaN,NaN,NaN,NaN,NaN
porto santo,pt,33.072,-16.3415,67.91,63,40,5.75,scattered clouds
chanderi,in,24.7167,78.1333,63.01,46,4,1.79,clear sky
jatara,in,25.0167,79.05,64.06,48,0,1.7,clear sky
othonoi,gr,NaN,NaN,NaN,NaN,NaN,NaN,NaN
nyrob,ru,60.733,56.7202,32.85,98,100,8.3,snow
krasnovishersk,ru,60.4078,57.082,33.03,98,100,8.28,snow
arlit,ne,18.7369,7.3853,78.96,14,56,2.64,broken clouds
dhar,in,22.6,75.3,60.84,45,7,7.05,clear sky
bagli,in,22.65,76.35,61.02,46,7,4.16,clear sky
zaragoza,mx,41.6561,-0.8773,52.25,68,0,5.99,clear sky
eagle pass,us,28.7091,-100.4995,74.26,59,100,10.11,overcast clouds
tarnobrzeg,pl,50.573,21.6794,44.26,90,100,9.08,overcast clouds
bilgoraj,pl,50.5411,22.722,43.66,91,100,7.58,overcast clouds
dalvik,is,65.9702,-18.5286,35.53,82,94,5.91,overcast clouds
talas,kg,38.6908,35.5538,32.67,86,0,0,clear sky
toktogul,kg,41.8708,72.9402,40.68,47,100,2.77,overcast clouds
waingapu,id,-9.6567,120.2641,86.29,66,80,2.98,broken clouds
kupang,id,-10.1667,123.5833,88.38,74,20,5.75,few clouds
soe,id,-9.8607,124.284,80.89,59,100,1.59,overcast clouds
riviere-au-renard,ca,48.9957,-64.3971,39.2,80,97,6.02,overcast clouds
chalmette,us,29.9427,-89.9634,64.99,66,1,0,clear sky
pascagoula,us,30.3658,-88.5561,58.41,85,1,0,clear sky
micheweni,tz,-4.9667,39.8333,76.39,86,50,2.42,scattered clouds
zhezkazgan,kz,47.8043,67.7144,30.34,62,16,6.31,few clouds
diamantino,br,-14.4086,-56.4461,74.23,86,100,1.72,overcast clouds
alfeld,de,51.9838,9.8199,48,91,93,2.95,overcast clouds
wernigerode,de,51.8333,10.7833,46.2,91,86,3.51,overcast clouds
kitimat,ca,54.0524,-128.6534,35.98,30,100,4.76,light rain
kaihua,cn,23.3687,104.28,52.63,82,99,2.86,light rain
bose,cn,45.4612,8.0137,45.25,85,5,2.73,clear sky
palmas bellas,pa,9.2319,-80.0867,77.34,88,100,7.38,overcast clouds
portobelo,pa,9.55,-79.65,76.05,86,100,7,overcast clouds
broken hill,au,-31.95,141.4333,73.11,28,31,10.36,scattered clouds
sioux lookout,ca,50.1001,-91.917,39.58,65,20,3.44,few clouds
palana,ru,59.1167,159.9667,24.51,88,100,5.44,light snow
ossora,ru,59.2353,163.0719,17.8,82,39,5.03,scattered clouds
balkhash,kz,46.844,74.9804,33.37,39,47,8.97,scattered clouds
ushtobe,kz,45.2514,77.9838,26.78,65,100,3.98,overcast clouds
kutum,sd,14.2,24.6667,69.37,23,1,8.46,clear sky
chelno-vershiny,ru,54.4333,51.1,41.65,88,100,15.93,overcast clouds
klyavlino,ru,54.2649,52.0267,38.91,97,100,15.39,overcast clouds
siguiri,gn,11.6667,-9.5,78.57,52,21,1.59,few clouds
kangaba,ml,11.9333,-8.4167,82.6,39,100,1.61,overcast clouds
panguna,pg,-6.3164,155.4848,83.8,55,33,3.78,scattered clouds
panama city,us,8.9936,-79.5197,80.06,84,40,5.75,scattered clouds
seminole,us,28.7086,-81.2081,64.65,78,1,9.22,clear sky
perugia,it,43.05,12.55,56.32,84,75,11.01,broken clouds
tolentino,it,43.2126,13.2901,56.08,98,100,3.2,overcast clouds
ceuta,es,35.8903,-5.3075,59.04,68,0,14.85,clear sky
almunecar,es,36.7339,-3.6907,61.23,52,10,8.48,clear sky
chimbote,pe,-9.0853,-78.5783,63.97,83,96,7.94,overcast clouds
chapada dos guimaraes,br,-15.4606,-55.7497,69.46,89,100,1.88,overcast clouds
jaciara,br,-15.9653,-54.9683,74.17,88,100,3.09,overcast clouds
iacu,br,-12.7672,-40.2117,71.83,93,100,1.23,overcast clouds
cruz das almas,br,-12.67,-39.1019,70.18,98,98,3.04,overcast clouds
chagoda,ru,59.164,35.3285,26.46,74,43,11.01,scattered clouds
imeni zhelyabova,ru,58.9544,36.5956,27.37,71,100,12.77,overcast clouds
paine,cl,-33.8167,-70.75,75.7,47,44,3.06,scattered clouds
machali,cl,-34.1833,-70.6667,65.91,36,6,0.36,clear sky
mackenzie,ca,55.2999,-123.1698,32.22,74,75,0,broken clouds
rovaniemi,fi,66.5,25.7167,15.21,92,56,1.14,broken clouds
kemijarvi,fi,66.7131,27.4306,14.94,97,39,0.45,scattered clouds
ust-maya,ru,60.4167,134.5333,16.74,93,100,6.2,light snow
olinda,br,-8.0089,-34.8553,82.13,69,40,8.05,scattered clouds
bayir,jo,37.2687,28.2167,45.12,43,9,2.35,clear sky
bay city,us,43.5945,-83.8889,55.62,73,1,5.75,clear sky
ranfurly,nz,-45.1333,170.1,64.08,49,100,4.36,overcast clouds
pareora,nz,-44.4871,171.2132,62.98,81,100,9.84,overcast clouds
victor harbor,au,-35.5667,138.6167,68.47,66,100,1.01,overcast clouds
coahuayana,mx,18.7333,-103.6833,77.94,87,4,1.66,clear sky
vale,ge,41.6156,42.8722,46.67,74,0,2.1,clear sky
tsalka,ge,41.5946,44.0891,41.07,76,7,2.77,clear sky
lashio,mm,22.9333,97.75,65.07,91,23,0.29,few clouds
minchinabad,pk,30.163,73.5685,66.6,27,0,4.5,clear sky
giddarbaha,in,30.2,74.6667,63.45,31,0,0.49,clear sky
eseka,cm,3.65,10.7667,72.59,100,94,0.89,overcast clouds
mbalmayo,cm,3.5167,11.5,67.96,99,100,2.04,overcast clouds
canaries,lc,28,-15.5,59.76,62,20,1.99,few clouds
dennery,lc,13.8996,-60.8879,80.69,78,20,11.5,few clouds
holme,no,56.1138,10.1725,45.64,91,86,12.68,overcast clouds
etne,no,59.6648,5.9326,48.74,89,100,10.83,moderate rain
thiruvananthapuram,in,8.4833,76.9167,76.98,94,75,2.3,mist
nanguneri,in,8.4933,77.6581,73.13,95,100,4.32,overcast clouds
sao joao do paraiso,br,-15.3136,-42.0144,67.82,97,95,3.47,overcast clouds
itambe,br,-15.245,-40.6244,70.16,98,100,1.52,light rain
toro,es,4.6117,-76.0814,74.08,98,98,1.72,overcast clouds
palencia,es,42.4167,-4.5,46.8,82,94,9.06,overcast clouds
norton shores,us,43.1689,-86.2639,52.38,79,20,0,few clouds
walker,us,30.7335,-95.5669,65.55,76,4,6.29,clear sky
montauban,fr,44.0833,1.5,47.08,90,2,3.31,clear sky
rodez,fr,44.5,2.5833,40.68,75,0,6.91,clear sky
westport,ie,41.1415,-73.3579,57.34,75,1,3,clear sky
ballina,ie,-28.8667,153.5667,77.18,73,100,5.75,overcast clouds
kommunisticheskiy,ru,61.6789,64.4819,29.55,97,100,5.84,light snow
nyagan,ru,62.1406,65.3936,29.73,97,100,4.09,light snow
sulam,il,32.6061,35.3341,72.23,33,0,6.17,clear sky
sabha,jo,27.0377,14.4283,68.34,24,100,12.1,overcast clouds
fuling,cn,29.7022,107.3919,50.56,64,57,1.74,broken clouds
lichuan,cn,30.3,108.85,40.82,63,100,2.73,overcast clouds
mandiana,gn,10.6333,-8.6833,79.2,64,87,3.8,overcast clouds
vikhorevka,ru,56.1201,101.1636,36.99,56,93,13.33,overcast clouds
bratsk,ru,56.1325,101.6142,36.09,54,100,16.87,overcast clouds
sayat,tm,38.7839,63.8803,31.87,81,9,4,clear sky
kerki,tm,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kokkola,fi,63.8385,23.1307,33.93,89,90,1.99,overcast clouds
ylivieska,fi,64.0833,24.55,33.31,81,4,2.01,clear sky
coquimbo,cl,-29.9533,-71.3436,56.93,88,90,5.75,overcast clouds
camana,pe,-16.6228,-72.7111,65.66,79,100,4.36,overcast clouds
aulnoye-aymeries,fr,50.2014,3.8384,39.58,90,15,4.68,few clouds
hastiere,be,50.2167,4.8167,39.56,93,7,1.14,clear sky
general roca,ar,-39.0333,-67.5833,72,38,3,28.45,clear sky
puerto madryn,ar,-42.7692,-65.0385,54.9,74,0,15.55,clear sky
pointe-noire,gp,-4.7761,11.8635,80.67,89,75,8.05,broken clouds
le moule,gp,16.3332,-61.3473,78.84,71,6,7.43,clear sky
mazamari,pe,-11.3258,-74.5308,71.01,98,94,1.3,overcast clouds
pangoa,pe,-12.1167,-73,68.76,97,100,2.48,overcast clouds
kijang,id,35.2442,129.2139,51.53,52,5,12.12,clear sky
san diego de la union,mx,21.4667,-100.8667,56.34,56,95,6.29,overcast clouds
san ciro de acosta,mx,21.6333,-99.8167,61.83,91,61,3.56,broken clouds
yarada,in,17.65,83.2667,70.12,94,40,2.3,mist
narasannapeta,in,18.4167,84.05,68.63,74,79,5.84,broken clouds
blairmore,ca,49.6,-114.4353,35.53,60,98,8.05,overcast clouds
cardston,ca,49.2,-113.3019,38.46,44,32,3.44,scattered clouds
manitouwadge,ca,49.1215,-85.8403,43.52,54,92,8.28,overcast clouds
hornepayne,ca,49.2138,-84.7705,43.34,57,91,10.13,overcast clouds
voh,nc,-20.9667,164.7,82.69,58,97,4.05,overcast clouds
poya,nc,-21.35,165.15,83.19,55,100,3.24,overcast clouds
kez,ru,57.8979,53.7152,37.6,97,100,11.83,light rain
mendeleyevo,ru,56.0333,37.2167,38.48,93,90,11.18,moderate rain
vaitape,pf,-16.5167,-151.75,79.14,76,24,12.82,light rain
kraksaan,id,-7.7585,113.3962,86.36,64,98,2.73,overcast clouds
panji,id,-7.7253,114.0995,84.4,67,100,1.05,overcast clouds
pinawa,ca,50.1489,-95.8811,36.57,56,0,5.19,clear sky
tougan,bf,13.0667,-3.0667,83.79,20,11,3.89,few clouds
ouahigouya,bf,13.5828,-2.4216,85.77,17,10,6.71,clear sky
odweyne,so,9.4092,45.064,66.74,32,88,8.1,overcast clouds
garowe,so,8.4054,48.4845,67.78,71,52,6.69,broken clouds
oriximina,br,-1.7656,-55.8661,77.14,90,100,3.53,overcast clouds
alenquer,br,-1.9417,-54.7383,82.74,88,100,4.54,overcast clouds
florida,uy,28.7505,-82.5001,62.58,73,1,0,clear sky
minas,uy,-34.3759,-55.2377,63.07,90,0,5.64,clear sky
tevaitoa,pf,-16.7833,-151.5,78.8,77,30,14.2,scattered clouds
haapiti,pf,-17.5667,-149.8667,82.13,78,32,11.41,light rain
buin,pg,-33.7333,-70.75,74.73,51,51,3.06,broken clouds
pacaembu,br,-21.5622,-51.2606,79.27,59,100,7.23,overcast clouds
tupa,br,-21.9347,-50.5136,78.3,59,100,12.39,overcast clouds
dogondoutchi,ne,13.6393,4.0287,83.7,12,4,3.58,clear sky
illela,ne,13.7292,5.2975,80.22,19,0,3.24,clear sky
sfantu gheorghe,ro,45.8667,25.7833,48.27,94,100,2.15,light rain
denpasar,id,-8.65,115.2167,83.86,79,40,3.44,scattered clouds
ruteng,id,-8.6136,120.4721,72.05,77,100,1.36,overcast clouds
ende,id,-8.8432,121.6623,83.37,78,100,2.46,overcast clouds
cassilandia,br,-19.1133,-51.7342,74.71,81,100,1.81,overcast clouds
cacu,br,-18.5567,-51.1308,74.71,83,94,0.83,overcast clouds
kapiri mposhi,zm,-13.9652,28.6809,71.8,33,37,4.43,scattered clouds
mkushi,zm,-13.6202,29.3939,69.37,35,13,4.63,few clouds
yamada,jp,39.4667,141.95,61.21,90,100,16.58,overcast clouds
basavakalyan,in,17.8667,76.95,60.82,61,90,8.14,overcast clouds
sadasivpet,in,17.6212,77.9503,63.41,62,100,4.92,overcast clouds
gushikawa,jp,26.3544,127.8686,67.62,64,90,10.36,overcast clouds
ittiri,it,40.5929,8.5684,52.7,91,96,5.37,overcast clouds
siniscola,it,40.5719,9.6922,56.75,88,45,1.3,scattered clouds
bairiki,ki,1.3292,172.9752,86,62,20,13.8,few clouds
krasnoselkup,ru,65.7,82.4667,9.63,89,100,7.83,overcast clouds
athens,us,37.9795,23.7162,65.17,88,45,1.99,scattered clouds
henderson,us,36.0397,-114.9819,81.84,19,1,17.27,clear sky
melita,ca,49.2681,-100.9967,36.54,35,7,9.82,clear sky
souris,ca,49.6172,-100.2612,39.06,34,84,12.75,broken clouds
usva,ru,NaN,NaN,NaN,NaN,NaN,NaN,NaN
meridian,us,43.6121,-116.3915,50.32,50,1,1.01,clear sky
selma,us,36.5708,-119.6121,66.04,66,100,4.34,overcast clouds
